office_name,office_address,office_city,office_state,office_zipcode,expense_date,expense_type,amount,description,approved_by_name,approved_by_email,approved_by_phone_number
Dream Homes NYC Branch,2729 Houston Street,New York,NY,86532-8984,2023-10-11,Maintenance,1870.47,Campaign use newspaper so the step. Doctor second tree. Some air camera measure political party ever rich. Treat officer leave increase high.,Isabella Peterson,isabella.peterson@example.com,(277)608-1432x1633
Dream Homes NYC Branch,2729 Houston Street,New York,NY,86532-8984,2023-09-17,Maintenance,4049.79,"Site explain change radio discussion. Magazine score customer south.
Gas they develop task figure difficult share.",Kevin Kelly,kevin.kelly@example.com,523-440-2699
Dream Homes NYC Branch,560 Fordham Road,New York,NY,74456-6299,2023-10-07,Rent,565.53,"Benefit economy property produce care list. Investment bed short section several.
Manager foreign heavy cause. Itself including industry foreign happen movement. Return rest poor near.",Robert Wilson,robert.wilson@example.com,359.701.5667x1089
Dream Homes NYC Branch,8304 4th Ave,New York,NY,58372-8374,2024-05-14,Travel,2972.76,"Case evidence meet trial prevent. National commercial building true note place. Rich stop machine entire allow fly pick.
Yes material source street by whole four. Window offer notice main.",Robert Smith,robert.smith@example.com,592-263-6056x72637
Dream Homes NYC Branch,2656 Northern Blvd,New York,NY,48051-5731,2023-09-08,Office Supplies,4725.35,"Than vote white its.
Himself peace skin either return. Course standard arrive sit I listen head. Education everything according leader country. Must guess occur tell test paper message raise.",Isaac Torres,isaac.torres@example.com,+1-544-366-2819x5024
Dream Homes NYC Branch,560 Fordham Road,New York,NY,74456-6299,2024-02-14,Maintenance,4467.13,Station school time off operation. Case theory begin policy cover. Low garden movie growth watch newspaper child fish. Bar exactly morning another half action coach than.,Robert Wilson,robert.wilson@example.com,359.701.5667x1089
Dream Homes NYC Branch,5875 Madison Ave,New York,NY,88183-4097,2023-11-02,Rent,2818.0,Commercial his enough security rest back. Black current cell account condition college memory. Always Mr fly hair artist floor.,Connor Gonzales,connor.gonzales@example.com,001-695-788-9353x6094
Dream Homes NYC Branch,2394 West End Ave,New York,NY,75611-2595,2024-03-17,Event,4508.36,Hit continue then three leave. Father common chair office general science.,Heather Watson,heather.watson@example.com,286.336.6943x8582
Dream Homes NYC Branch,5875 Madison Ave,New York,NY,88183-4097,2023-10-03,Event,1583.0,"Fact yard choice popular board interest the. However stay then bed why. Knowledge pressure perhaps significant American.
North make painting anything. Movie this industry service third.",Heather Watson,heather.watson@example.com,286.336.6943x8582
Dream Homes NYC Branch,560 Fordham Road,New York,NY,74456-6299,2024-06-08,Event,2219.32,"Purpose response loss dream run. Western difficult television degree decision last history.
Great call same thousand grow. Could interesting national create hand soldier news.",Kimberly Garcia,kimberly.garcia@example.com,+1-626-618-5924x994
Dream Homes NYC Branch,8304 4th Ave,New York,NY,58372-8374,2024-06-26,Office Supplies,351.34,Green father scientist always west country area worry. Gas civil nearly common compare sign. Scientist claim many expert.,Isaac Torres,isaac.torres@example.com,+1-544-366-2819x5024
Dream Homes NYC Branch,5875 Madison Ave,New York,NY,88183-4097,2024-04-24,Rent,993.22,Final during book mission live. Reality you general office up southern tonight. Note system service natural idea.,James Patterson,james.patterson@example.com,606.768.2856
Dream Homes NYC Branch,8304 4th Ave,New York,NY,58372-8374,2024-01-05,Training,2522.68,"Fire national maybe stuff defense. Number popular technology front. War person central left happy full option.
Author rest such high life stuff. Begin we reality world include minute chance.",Abigail Thompson,abigail.thompson@example.com,680-498-7699
Dream Homes NYC Branch,560 Fordham Road,New York,NY,74456-6299,2023-08-26,Marketing,2073.08,Whole major actually rock read quite. Response tough shoulder million special nothing way product. Investment need government.,Joseph Parker,joseph.parker@example.com,226-885-6107
Dream Homes NYC Branch,31048 Northern Blvd,New York,NY,42110-6709,2024-05-30,Rent,2965.85,"And one such child. Down social environmental now social information time.
Future for official generation. Model east produce to technology. Bar offer manager rock.",Addison Lee,addison.lee@example.com,(645)324-6163x1941
Dream Homes NYC Branch,2394 West End Ave,New York,NY,75611-2595,2023-10-18,Utilities,399.79,"Expert rule follow standard study tree. Open physical him your.
Meet million large so environmental board. Fly east federal pass mind throw.",Paisley Perry,paisley.perry@example.com,908-895-1210x303
Dream Homes NYC Branch,2729 Houston Street,New York,NY,86532-8984,2023-11-05,Technology,2116.46,"Open beyond four north record best speech. Thank different son practice inside information story personal.
Safe girl entire management. Visit send anything.",Isabella Peterson,isabella.peterson@example.com,(277)608-1432x1633
Dream Homes NYC Branch,2394 West End Ave,New York,NY,75611-2595,2024-07-15,Office Supplies,3415.54,"Green save born interview live tree. Deep guess thousand expect.
Ever school above list. Attention religious on idea. Imagine common national position law.",David Cox,david.cox@example.com,+1-493-839-9026x921
Dream Homes NYC Branch,2394 West End Ave,New York,NY,75611-2595,2023-10-09,Miscellaneous,3315.44,College mother forward election with ahead loss. Around build attorney next central wear. Community interview because present check nearly run.,Isaac Torres,isaac.torres@example.com,+1-544-366-2819x5024
Dream Homes NYC Branch,782 Central Park West,New York,NY,79187-1256,2024-06-18,Utilities,1171.82,Century including guy truth natural from huge enjoy. At get third white. At everyone by politics name. Tv themselves radio as chance building.,Justin Baker,justin.baker@example.com,389-947-1867
Dream Homes NYC Branch,97106 Steinway Street,New York,NY,39709-3122,2024-04-15,Utilities,1903.18,"Whole strong church certainly suggest own law. Expect treat research.
Benefit city face movie enjoy year. Board out money table term collection. Summer story away everything pressure.",Addison Lee,addison.lee@example.com,(645)324-6163x1941
Dream Homes NYC Branch,5875 Madison Ave,New York,NY,88183-4097,2023-12-27,Marketing,3126.06,"Increase act organization audience. Floor commercial dinner treatment fill western watch. Listen oil until among.
Pass attack realize miss third line. Feel child wish southern receive behavior.",Madison Gonzalez,madison.gonzalez@example.com,+1-704-388-3617x643
Dream Homes NYC Branch,3115 Northern Blvd,New York,NY,55825-2556,2024-06-23,Office Supplies,3226.77,Office act Democrat bad could seat. Provide local American southern owner science test. Personal training option degree whether.,Connor Gonzales,connor.gonzales@example.com,001-695-788-9353x6094
Dream Homes NYC Branch,2729 Houston Street,New York,NY,86532-8984,2024-07-23,Miscellaneous,2514.64,"Natural act sense sister unit performance. Believe kind space own throw. Body ball mention sit worker.
Role state line buy. Lot away production much lead mean. Woman general throughout sing.",Justin Baker,justin.baker@example.com,389-947-1867
Dream Homes NYC Branch,97106 Steinway Street,New York,NY,39709-3122,2024-05-10,Utilities,2149.56,Tonight from play father where Congress Democrat. Pattern easy letter likely natural. Bring article big theory bad.,Emma Howard,emma.howard@example.com,001-475-354-3980x51755
Dream Homes NYC Branch,2394 West End Ave,New York,NY,75611-2595,2024-07-01,Maintenance,1798.11,If media positive scientist set science focus. Service plan enter letter in field technology. Major that order.,Nicole Rodriguez,nicole.rodriguez@example.com,(978)912-1862x04886
Dream Homes NYC Branch,782 Central Park West,New York,NY,79187-1256,2024-05-06,Office Supplies,4398.49,By ready should of. Public compare cost up. Back life produce wonder simple. Citizen hope computer Mrs should leg reflect.,Zoey Collins,zoey.collins@example.com,001-220-438-9766x648
Dream Homes NYC Branch,97106 Steinway Street,New York,NY,39709-3122,2023-10-28,Utilities,1902.76,"Day computer rock money shoulder staff per. Each kid safe record.
Choice good attention develop reveal discover recently. Set decide science themselves.",Justin Baker,justin.baker@example.com,389-947-1867
Dream Homes NYC Branch,2394 West End Ave,New York,NY,75611-2595,2024-05-31,Rent,4647.25,"Unit safe challenge source have own east glass.
Threat collection mother hundred point lay. Bank turn view condition well.
Wonder evening rock thus. Look enter play. Race see common small door.",Matthew Griffin,matthew.griffin@example.com,634-732-8443x9945
Dream Homes NYC Branch,2394 West End Ave,New York,NY,75611-2595,2024-03-20,Maintenance,4756.91,"Leader very fall too public record. Staff rise part rule ask poor into.
Republican western growth in. Better meet face majority any again. Condition modern peace population international news data.",Madison Gonzalez,madison.gonzalez@example.com,+1-704-388-3617x643
Dream Homes NYC Branch,97106 Steinway Street,New York,NY,39709-3122,2024-02-08,Office Supplies,4470.42,"Few marriage anyone bag role easy provide. Father to art ability allow.
Western phone guess including leave receive sit serious. Specific little hard.",Scarlett Watson,scarlett.watson@example.com,329-636-8958x8731
Dream Homes NYC Branch,97106 Steinway Street,New York,NY,39709-3122,2024-01-06,Training,4102.59,Tv economic between window. Offer reveal tonight fill yet early any. But travel smile city garden defense every.,Mason Brown,mason.brown@example.com,795.789.7114x20186
Dream Homes NYC Branch,2394 West End Ave,New York,NY,75611-2595,2023-09-09,Utilities,3176.67,"Structure deep seem guy success. Shake ability same another spend husband draw trade.
If million lot play rather across. Specific both kid member forget forward reason.",Benjamin Flores,benjamin.flores@example.com,001-483-928-9591x4810
Dream Homes NYC Branch,31048 Northern Blvd,New York,NY,42110-6709,2023-09-21,Event,226.99,Around option debate mean contain writer material. Difficult strategy use size finally huge rich tend. Full job improve dinner say.,Robert Smith,robert.smith@example.com,592-263-6056x72637
Dream Homes NYC Branch,8304 4th Ave,New York,NY,58372-8374,2023-10-11,Training,3758.01,Late through modern base side stuff. Though goal open crime success look.,Benjamin Flores,benjamin.flores@example.com,001-483-928-9591x4810
Dream Homes NYC Branch,97106 Steinway Street,New York,NY,39709-3122,2024-07-19,Maintenance,4849.11,"Out tree someone late. Movie create official.
Give television treat think charge war guy. Relate return plan right throughout.",David Edwards,david.edwards@example.com,+1-594-364-5939x668
Dream Homes NYC Branch,5875 Madison Ave,New York,NY,88183-4097,2023-10-12,Technology,1425.89,"Value prevent story tell follow weight. Home doctor forward read three property pass.
Produce ever behavior why threat be. Help require must fish behavior.",Addison Lee,addison.lee@example.com,(645)324-6163x1941
Dream Homes NYC Branch,31048 Northern Blvd,New York,NY,42110-6709,2024-02-18,Rent,771.15,Country level say east your room manager. Son relationship final them down central despite technology. See night gas recently fish.,Layla Gray,layla.gray@example.com,229.481.1347x5006
Dream Homes NYC Branch,782 Central Park West,New York,NY,79187-1256,2023-11-06,Rent,317.01,"Whole large especially forward. Special number accept easy fight I inside.
Base cut its race study hour. Father development break. Public fear late late establish grow.",Emma Howard,emma.howard@example.com,001-475-354-3980x51755
Dream Homes NYC Branch,5875 Madison Ave,New York,NY,88183-4097,2023-09-04,Office Supplies,3970.68,Source just improve follow participant store deal. Media draw should important listen. Wait or believe fire shake identify.,Timothy Carter,timothy.carter@example.com,001-515-997-4633
Dream Homes NYC Branch,97106 Steinway Street,New York,NY,39709-3122,2023-10-08,Maintenance,4697.72,Himself adult notice business whom produce rule. Around east change. Guy seek professional goal statement law.,Stephanie Edwards,stephanie.edwards@example.com,816.684.0327x558
Dream Homes NYC Branch,5875 Madison Ave,New York,NY,88183-4097,2024-01-01,Travel,3176.83,"Continue interview stay picture. Serve behind into direction college.
Year and above service require goal. Direction subject project dark former middle.",Connor Garcia,connor.garcia@example.com,(887)466-4693x40052
Dream Homes NYC Branch,2729 Houston Street,New York,NY,86532-8984,2024-04-16,Maintenance,2201.18,"Garden area inside. Early TV science anything boy its. Create every amount light real.
Man offer type. North front thing.",Justin Baker,justin.baker@example.com,389-947-1867
Dream Homes NYC Branch,2394 West End Ave,New York,NY,75611-2595,2024-07-08,Office Supplies,460.92,Product particularly together. Clear relationship from.,Isabella Peterson,isabella.peterson@example.com,(277)608-1432x1633
Dream Homes NYC Branch,31048 Northern Blvd,New York,NY,42110-6709,2024-03-05,Office Supplies,1225.71,Many appear onto sing box certainly country give. East office then expect peace the. Market upon talk treat specific imagine point.,Benjamin Flores,benjamin.flores@example.com,001-483-928-9591x4810
Dream Homes NYC Branch,97106 Steinway Street,New York,NY,39709-3122,2023-09-17,Training,229.06,"Foreign too president firm. Those public information argue experience fly. Evidence able discussion adult.
They agree decade reality professional. Third find serious wonder trial hospital.",Isaac Green,isaac.green@example.com,421.697.8019x1729
Dream Homes NYC Branch,2394 West End Ave,New York,NY,75611-2595,2023-10-01,Marketing,1858.74,Either quite power water. East purpose dream when begin budget. Same entire way high.,Paisley Perry,paisley.perry@example.com,908-895-1210x303
Dream Homes NYC Branch,5875 Madison Ave,New York,NY,88183-4097,2024-07-27,Technology,2900.09,"Eat debate last they. Relationship run fact too. Traditional per leg thus ten.
Bit movie behind nature marriage anyone bad. He green fund travel.",Zoey Lopez,zoey.lopez@example.com,920.839.3621x77893
Dream Homes NYC Branch,97106 Steinway Street,New York,NY,39709-3122,2023-08-05,Miscellaneous,105.36,"Much establish model majority low expect.
Practice become for society hundred. Assume way for lot song bill. Realize most nature just any.
Rich west easy source drop behavior dream. Stop serve act.",Olivia Hall,olivia.hall@example.com,514-793-9417
Dream Homes NYC Branch,2394 West End Ave,New York,NY,75611-2595,2023-08-26,Miscellaneous,1619.3,Boy theory course to fight size give agreement. My democratic home pretty price difference even goal.,Zachary Alexander,zachary.alexander@example.com,376-721-5513
Dream Homes NYC Branch,31048 Northern Blvd,New York,NY,42110-6709,2023-11-20,Utilities,4695.39,"Vote movie do. Begin company my remember most character.
Quite nature race man here. Focus hot place public. Week hundred individual us discover.",Justin Perry,justin.perry@example.com,(630)515-5764
Dream Homes NYC Branch,8304 4th Ave,New York,NY,58372-8374,2023-11-18,Event,635.76,Why product outside manager during magazine newspaper. With with seem seem.,Rachel White,rachel.white@example.com,6899585841
Dream Homes NYC Branch,31048 Northern Blvd,New York,NY,42110-6709,2024-03-17,Rent,4619.44,"Commercial Congress behind almost pass fund. Value movie recent thousand interest.
Particular choose if. A strong sing record. House too decision subject.",Jessica Brown,jessica.brown@example.com,001-304-392-5145x4355
Dream Homes NYC Branch,560 Fordham Road,New York,NY,74456-6299,2024-07-18,Utilities,1160.06,Word somebody image I name fear until. Couple above whatever fire statement high. Better just table condition next.,Benjamin Turner,benjamin.turner@example.com,540.533.2478
Dream Homes NYC Branch,97106 Steinway Street,New York,NY,39709-3122,2023-10-06,Marketing,3928.5,"Nearly act player themselves she reach we. Increase painting red case spring probably road.
Within size positive individual. Worker base most together past.",Tyler Collins,tyler.collins@example.com,+1-516-282-6336x1030
Dream Homes NYC Branch,560 Fordham Road,New York,NY,74456-6299,2024-07-02,Event,4789.52,"Important party budget much direction. Family water radio serve PM. Cover score cell inside industry stock war.
Behind case campaign gas she natural help. Enter street quickly.",Zoey Collins,zoey.collins@example.com,001-220-438-9766x648
Dream Homes NYC Branch,5875 Madison Ave,New York,NY,88183-4097,2023-09-23,Training,3300.52,Adult former expect business. Speech fire lead pressure.,Timothy Carter,timothy.carter@example.com,001-515-997-4633
Dream Homes NYC Branch,8304 4th Ave,New York,NY,58372-8374,2024-01-18,Technology,1640.53,"Bar book mission particular happen compare. Group plant total charge least.
Plant fill public group. Minute hair hope. Language least guy color animal among.",Zoey Collins,zoey.collins@example.com,001-220-438-9766x648
Dream Homes NYC Branch,560 Fordham Road,New York,NY,74456-6299,2024-01-08,Utilities,1447.09,"Report call across. Property best black not why. Particular send yes something someone tell particularly.
Open billion read. Building treat lay less.",Rachel White,rachel.white@example.com,6899585841
Dream Homes NYC Branch,5875 Madison Ave,New York,NY,88183-4097,2024-07-05,Rent,4376.25,"Under his rest part someone difficult deal. Meeting determine teacher size hospital.
Arm one read finish know four. Eight item common change feeling.",Brittany Sanchez,brittany.sanchez@example.com,629.709.3728x839
Dream Homes NYC Branch,782 Central Park West,New York,NY,79187-1256,2023-12-04,Rent,4578.0,"How same sit level. International art lot. Skill of sell off degree.
Give American per. Pay behind spend good high almost seven.",Addison Lee,addison.lee@example.com,(645)324-6163x1941
Dream Homes NYC Branch,31048 Northern Blvd,New York,NY,42110-6709,2024-01-28,Miscellaneous,4366.41,"Because long move save carry. Should affect activity call entire.
Peace leg me appear. Think physical develop your simply think mention. Expect boy discussion center human business property.",Nicole Rodriguez,nicole.rodriguez@example.com,(978)912-1862x04886
Dream Homes NYC Branch,8304 4th Ave,New York,NY,58372-8374,2024-02-26,Maintenance,1792.89,"Identify commercial western believe drug police.
Great sea moment career law break. Effort guess staff. She four option miss event crime test.",Isaac Howard,isaac.howard@example.com,(578)811-3014x370
Dream Homes NYC Branch,782 Central Park West,New York,NY,79187-1256,2023-11-10,Training,2790.43,Respond put board seek power. Recently everyone western they stage participant still. Practice her collection body manager.,Scarlett Watson,scarlett.watson@example.com,329-636-8958x8731
